queue_id,station_id,date,hour,vehicles_waiting,avg_wait_time_minutes
16795,S018,2025-08-28,6,5,19.4
16796,S018,2025-08-28,9,5,19.9
16797,S018,2025-08-28,12,3,15.3
16798,S018,2025-08-28,15,2,14.6
16799,S018,2025-08-28,18,7,31.7
16800,S018,2025-08-28,21,7,14.4
16801,S018,2025-05-20,0,2,9.3
16802,S018,2025-05-20,3,0,1.9
16803,S018,2025-05-20,6,3,14.3
16804,S018,2025-05-20,9,4,29.0
16805,S018,2025-05-20,12,5,15.9
16806,S018,2025-05-20,15,1,20.5
16807,S018,2025-05-20,18,5,33.1
16808,S018,2025-05-20,21,3,17.8
16809,S018,2025-08-03,0,1,7.5
16810,S018,2025-08-03,3,0,10.8
16811,S018,2025-08-03,6,4,21.1
16812,S018,2025-08-03,9,7,23.2
16813,S018,2025-08-03,12,2,11.9
16814,S018,2025-08-03,15,2,19.3
16815,S018,2025-08-03,18,4,28.1
16816,S018,2025-08-03,21,7,13.1
16817,S018,2025-12-29,0,0,12.9
16818,S018,2025-12-29,3,0,10.5
16819,S018,2025-12-29,6,3,10.0
16820,S018,2025-12-29,9,4,27.6
16821,S018,2025-12-29,12,6,15.9
16822,S018,2025-12-29,15,4,26.1
16823,S018,2025-12-29,18,6,26.7
16824,S018,2025-12-29,21,1,20.8
16825,S018,2025-02-24,0,1,5.6
16826,S018,2025-02-24,3,0,5.0
16827,S018,2025-02-24,6,2,21.7
16828,S018,2025-02-24,9,6,29.1
16829,S018,2025-02-24,12,4,15.5
16830,S018,2025-02-24,15,7,13.2
16831,S018,2025-02-24,18,7,23.7
16832,S018,2025-02-24,21,3,16.7
16833,S018,2025-02-05,0,0,8.8
16834,S018,2025-02-05,3,1,11.1
16835,S018,2025-02-05,6,1,15.6
16836,S018,2025-02-05,9,5,29.0
16837,S018,2025-02-05,12,1,19.8
16838,S018,2025-02-05,15,3,24.5
16839,S018,2025-02-05,18,9,26.9
16840,S018,2025-02-05,21,2,17.4
16841,S018,2025-01-31,0,1,5.0
16842,S018,2025-01-31,3,1,11.9
16843,S018,2025-01-31,6,1,14.4
16844,S018,2025-01-31,9,6,26.5
16845,S018,2025-01-31,12,1,16.8
16846,S018,2025-01-31,15,7,24.4
16847,S018,2025-01-31,18,5,26.7
16848,S018,2025-01-31,21,0,22.0
16849,S018,2025-10-25,0,3,6.2
16850,S018,2025-10-25,3,1,7.1
16851,S018,2025-10-25,6,1,15.2
16852,S018,2025-10-25,9,7,24.8
16853,S018,2025-10-25,12,4,19.4
16854,S018,2025-10-25,15,2,22.7
16855,S018,2025-10-25,18,5,20.8
16856,S018,2025-10-25,21,2,18.3
16857,S018,2025-12-08,0,0,12.6
16858,S018,2025-12-08,3,1,0.0
16859,S018,2025-12-08,6,2,11.8
16860,S018,2025-12-08,9,2,19.2
16861,S018,2025-12-08,12,4,18.5
16862,S018,2025-12-08,15,1,20.0
16863,S018,2025-12-08,18,11,37.9
16864,S018,2025-12-08,21,4,14.3
16865,S018,2025-04-14,0,1,16.6
16866,S018,2025-04-14,3,2,16.4
16867,S018,2025-04-14,6,1,23.6
16868,S018,2025-04-14,9,9,27.5
16869,S018,2025-04-14,12,0,16.9
16870,S018,2025-04-14,15,5,20.4
16871,S018,2025-04-14,18,7,33.1
16872,S018,2025-04-14,21,5,17.3
16873,S018,2025-11-21,0,0,11.1
16874,S018,2025-11-21,3,1,12.9
16875,S018,2025-11-21,6,4,7.9
16876,S018,2025-11-21,9,5,26.5
16877,S018,2025-11-21,12,2,16.5
16878,S018,2025-11-21,15,3,22.3
16879,S018,2025-11-21,18,5,35.4
16880,S018,2025-11-21,21,3,22.8
16881,S018,2025-07-01,0,3,1.6
16882,S018,2025-07-01,3,0,3.3
16883,S018,2025-07-01,6,1,20.1
16884,S018,2025-07-01,9,5,34.4
16885,S018,2025-07-01,12,1,12.5
16886,S018,2025-07-01,15,2,20.4
16887,S018,2025-07-01,18,5,27.9
16888,S018,2025-07-01,21,4,16.5
16889,S018,2025-03-05,0,2,7.8
16890,S018,2025-03-05,3,0,5.3
16891,S018,2025-03-05,6,1,14.6
16892,S018,2025-03-05,9,10,30.9
16893,S018,2025-03-05,12,3,23.2
16894,S018,2025-03-05,15,3,19.3
16895,S018,2025-03-05,18,4,33.4
16896,S018,2025-03-05,21,0,19.6
16897,S018,2025-04-11,0,0,11.2
16898,S018,2025-04-11,3,0,6.8
16899,S018,2025-04-11,6,2,15.4
16900,S018,2025-04-11,9,5,29.4
16901,S018,2025-04-11,12,3,15.9
16902,S018,2025-04-11,15,4,30.4
16903,S018,2025-04-11,18,11,30.2
16904,S018,2025-04-11,21,3,22.5
16905,S018,2025-09-25,0,0,7.4
16906,S018,2025-09-25,3,1,1.5
16907,S018,2025-09-25,6,2,12.9
16908,S018,2025-09-25,9,6,26.5
16909,S018,2025-09-25,12,2,19.4
16910,S018,2025-09-25,15,5,20.3
16911,S018,2025-09-25,18,7,37.3
16912,S018,2025-09-25,21,3,20.2
16913,S018,2025-12-20,0,1,6.1
16914,S018,2025-12-20,3,2,10.0
16915,S018,2025-12-20,6,2,9.9
16916,S018,2025-12-20,9,9,31.5
16917,S018,2025-12-20,12,9,17.5
16918,S018,2025-12-20,15,3,25.9
16919,S018,2025-12-20,18,6,32.3
16920,S018,2025-12-20,21,0,14.4
16921,S018,2025-05-01,0,0,5.9
16922,S018,2025-05-01,3,0,9.6
16923,S018,2025-05-01,6,4,16.2
16924,S018,2025-05-01,9,8,35.3
16925,S018,2025-05-01,12,3,17.2
16926,S018,2025-05-01,15,6,27.3
16927,S018,2025-05-01,18,6,27.0
16928,S018,2025-05-01,21,4,18.1
16929,S018,2025-09-29,0,1,10.0
16930,S018,2025-09-29,3,0,2.4
16931,S018,2025-09-29,6,2,9.0
16932,S018,2025-09-29,9,4,30.2
16933,S018,2025-09-29,12,1,11.5
16934,S018,2025-09-29,15,5,10.0
16935,S018,2025-09-29,18,5,33.4
16936,S018,2025-09-29,21,7,16.2
16937,S018,2025-10-04,0,1,9.7
16938,S018,2025-10-04,3,1,11.1
16939,S018,2025-10-04,6,4,12.1
16940,S018,2025-10-04,9,7,34.5
16941,S018,2025-10-04,12,0,16.6
16942,S018,2025-10-04,15,5,17.3
16943,S018,2025-10-04,18,9,33.9
16944,S018,2025-10-04,21,2,15.6
16945,S018,2025-09-02,0,1,0.0
16946,S018,2025-09-02,3,1,1.7
16947,S018,2025-09-02,6,2,14.4
16948,S018,2025-09-02,9,5,26.3
16949,S018,2025-09-02,12,5,18.3
16950,S018,2025-09-02,15,8,22.9
16951,S018,2025-09-02,18,8,29.8
16952,S018,2025-09-02,21,4,17.3
16953,S018,2025-07-15,0,0,5.0
16954,S018,2025-07-15,3,0,2.6
16955,S018,2025-07-15,6,3,23.7
16956,S018,2025-07-15,9,10,26.6
16957,S018,2025-07-15,12,2,12.8
16958,S018,2025-07-15,15,3,22.4
16959,S018,2025-07-15,18,4,33.1
16960,S018,2025-07-15,21,2,18.2
16961,S018,2025-09-11,0,0,7.1
16962,S018,2025-09-11,3,2,4.3
16963,S018,2025-09-11,6,1,21.4
16964,S018,2025-09-11,9,5,29.3
16965,S018,2025-09-11,12,5,19.6
16966,S018,2025-09-11,15,5,20.2
16967,S018,2025-09-11,18,7,32.4
16968,S018,2025-09-11,21,1,19.5
16969,S018,2025-06-01,0,2,6.2
16970,S018,2025-06-01,3,1,7.2
16971,S018,2025-06-01,6,0,21.1
16972,S018,2025-06-01,9,7,23.7
16973,S018,2025-06-01,12,7,20.3
16974,S018,2025-06-01,15,4,20.6
16975,S018,2025-06-01,18,8,32.1
16976,S018,2025-06-01,21,2,23.0
16977,S018,2025-09-18,0,0,4.2
16978,S018,2025-09-18,3,1,7.7
16979,S018,2025-09-18,6,0,7.1
16980,S018,2025-09-18,9,9,26.4
16981,S018,2025-09-18,12,2,18.8
16982,S018,2025-09-18,15,2,19.3
16983,S018,2025-09-18,18,5,27.6
16984,S018,2025-09-18,21,2,16.5
16985,S018,2025-06-14,0,0,13.6
16986,S018,2025-06-14,3,0,8.1
16987,S018,2025-06-14,6,4,15.9
16988,S018,2025-06-14,9,6,30.7
16989,S018,2025-06-14,12,5,14.5
16990,S018,2025-06-14,15,4,15.9
16991,S018,2025-06-14,18,10,32.8
16992,S018,2025-06-14,21,2,20.0
16993,S018,2025-10-29,0,0,6.6
16994,S018,2025-10-29,3,1,5.4
16995,S018,2025-10-29,6,3,26.9
16996,S018,2025-10-29,9,4,24.8
16997,S018,2025-10-29,12,1,20.5
16998,S018,2025-10-29,15,4,21.9
16999,S018,2025-10-29,18,6,38.3
17000,S018,2025-10-29,21,4,14.2
17001,S018,2025-11-04,0,0,8.6
17002,S018,2025-11-04,3,1,16.2
17003,S018,2025-11-04,6,4,16.4
17004,S018,2025-11-04,9,3,27.8
17005,S018,2025-11-04,12,2,17.1
17006,S018,2025-11-04,15,6,12.7
17007,S018,2025-11-04,18,1,33.2
17008,S018,2025-11-04,21,2,15.0
17009,S018,2025-12-03,0,0,8.5
17010,S018,2025-12-03,3,0,8.9
17011,S018,2025-12-03,6,3,8.8
17012,S018,2025-12-03,9,3,26.8
17013,S018,2025-12-03,12,4,18.7
17014,S018,2025-12-03,15,5,14.9
17015,S018,2025-12-03,18,1,32.4
17016,S018,2025-12-03,21,4,14.6
17017,S018,2025-11-15,0,1,6.6
17018,S018,2025-11-15,3,0,8.4
17019,S018,2025-11-15,6,1,5.3
17020,S018,2025-11-15,9,7,27.9
17021,S018,2025-11-15,12,2,18.0
17022,S018,2025-11-15,15,2,17.8
17023,S018,2025-11-15,18,5,32.6
17024,S018,2025-11-15,21,0,19.7
17025,S018,2025-06-26,0,0,15.5
17026,S018,2025-06-26,3,0,10.8
17027,S018,2025-06-26,6,4,14.1
17028,S018,2025-06-26,9,10,32.2
17029,S018,2025-06-26,12,2,18.4
17030,S018,2025-06-26,15,4,20.8
17031,S018,2025-06-26,18,13,30.7
17032,S018,2025-06-26,21,5,20.3
17033,S018,2025-10-12,0,0,16.0
17034,S018,2025-10-12,3,0,3.4
17035,S018,2025-10-12,6,3,12.8
17036,S018,2025-10-12,9,8,26.8
17037,S018,2025-10-12,12,4,17.5
17038,S018,2025-10-12,15,3,23.8
17039,S018,2025-10-12,18,6,32.5
17040,S018,2025-10-12,21,3,11.8
17041,S018,2025-01-03,0,1,2.1
17042,S018,2025-01-03,3,1,14.3
17043,S018,2025-01-03,6,3,8.8
17044,S018,2025-01-03,9,6,30.4
17045,S018,2025-01-03,12,1,22.2
17046,S018,2025-01-03,15,2,26.7
17047,S018,2025-01-03,18,11,21.8
17048,S018,2025-01-03,21,3,20.7
17049,S018,2025-07-04,0,1,5.3
17050,S018,2025-07-04,3,1,14.6
17051,S018,2025-07-04,6,3,17.2
17052,S018,2025-07-04,9,6,29.3
17053,S018,2025-07-04,12,1,17.6
17054,S018,2025-07-04,15,6,16.7
17055,S018,2025-07-04,18,7,32.6
17056,S018,2025-07-04,21,2,20.3
17057,S018,2025-07-07,0,0,4.6
17058,S018,2025-07-07,3,1,13.0
17059,S018,2025-07-07,6,1,16.7
17060,S018,2025-07-07,9,4,29.1
17061,S018,2025-07-07,12,2,18.4
17062,S018,2025-07-07,15,6,13.8
17063,S018,2025-07-07,18,5,26.2
17064,S018,2025-07-07,21,2,26.8
17065,S018,2025-11-10,0,0,10.5
17066,S018,2025-11-10,3,0,4.2
17067,S018,2025-11-10,6,2,22.8
17068,S018,2025-11-10,9,7,21.7
17069,S018,2025-11-10,12,2,18.0
17070,S018,2025-11-10,15,3,31.8
17071,S018,2025-11-10,18,2,38.6
17072,S018,2025-11-10,21,1,12.8
17073,S018,2025-09-01,0,1,11.2
17074,S018,2025-09-01,3,1,4.6
17075,S018,2025-09-01,6,4,12.0
17076,S018,2025-09-01,9,6,28.4
17077,S018,2025-09-01,12,3,16.8
17078,S018,2025-09-01,15,1,18.4
17079,S018,2025-09-01,18,6,30.0
17080,S018,2025-09-01,21,3,16.9
17081,S018,2025-06-04,0,1,12.3
17082,S018,2025-06-04,3,0,5.7
17083,S018,2025-06-04,6,1,15.4
17084,S018,2025-06-04,9,5,23.0
17085,S018,2025-06-04,12,2,18.2
17086,S018,2025-06-04,15,3,25.3
17087,S018,2025-06-04,18,5,29.9
17088,S018,2025-06-04,21,2,10.6
17089,S018,2025-01-11,0,0,10.2
17090,S018,2025-01-11,3,1,12.9
17091,S018,2025-01-11,6,2,16.6
17092,S018,2025-01-11,9,7,21.2
17093,S018,2025-01-11,12,7,20.1
17094,S018,2025-01-11,15,2,27.9
17095,S018,2025-01-11,18,7,21.2
17096,S018,2025-01-11,21,3,23.5
17097,S018,2025-10-03,0,0,2.8
17098,S018,2025-10-03,3,1,6.4
17099,S018,2025-10-03,6,2,15.8
17100,S018,2025-10-03,9,1,24.4
17101,S018,2025-10-03,12,4,19.0
17102,S018,2025-10-03,15,5,27.3
17103,S018,2025-10-03,18,4,31.5
17104,S018,2025-10-03,21,1,18.4
17105,S018,2025-10-26,0,1,17.8
17106,S018,2025-10-26,3,1,6.0
17107,S018,2025-10-26,6,0,20.5
17108,S018,2025-10-26,9,5,25.3
17109,S018,2025-10-26,12,3,15.1
17110,S018,2025-10-26,15,1,12.5
17111,S018,2025-10-26,18,8,38.4
17112,S018,2025-10-26,21,3,22.2
17113,S018,2025-11-28,0,0,10.9
17114,S018,2025-11-28,3,2,10.2
17115,S018,2025-11-28,6,2,17.2
17116,S018,2025-11-28,9,4,24.2
17117,S018,2025-11-28,12,4,25.5
17118,S018,2025-11-28,15,4,21.3
17119,S018,2025-11-28,18,6,34.1
17120,S018,2025-11-28,21,2,18.0
17121,S018,2025-06-24,0,0,10.9
17122,S018,2025-06-24,3,0,3.9
17123,S018,2025-06-24,6,1,22.7
17124,S018,2025-06-24,9,10,29.9
17125,S018,2025-06-24,12,1,11.8
17126,S018,2025-06-24,15,2,24.3
17127,S018,2025-06-24,18,12,30.9
17128,S018,2025-06-24,21,3,18.7
17129,S018,2025-03-12,0,1,11.3
17130,S018,2025-03-12,3,0,7.9
17131,S018,2025-03-12,6,2,18.8
17132,S018,2025-03-12,9,9,28.8
17133,S018,2025-03-12,12,1,17.9
17134,S018,2025-03-12,15,3,21.7
17135,S018,2025-03-12,18,6,24.7
17136,S018,2025-03-12,21,2,17.3
17137,S018,2025-11-22,0,0,16.9
17138,S018,2025-11-22,3,0,6.7
17139,S018,2025-11-22,6,0,23.9
17140,S018,2025-11-22,9,7,20.7
17141,S018,2025-11-22,12,2,12.1
17142,S018,2025-11-22,15,3,19.9
17143,S018,2025-11-22,18,8,23.3
17144,S018,2025-11-22,21,3,16.8
17145,S018,2025-12-22,0,0,8.4
17146,S018,2025-12-22,3,2,5.5
17147,S018,2025-12-22,6,1,16.8
17148,S018,2025-12-22,9,5,24.5
17149,S018,2025-12-22,12,2,20.9
17150,S018,2025-12-22,15,8,23.0
17151,S018,2025-12-22,18,5,36.4
17152,S018,2025-12-22,21,2,13.9
17153,S018,2025-03-24,0,1,10.7
17154,S018,2025-03-24,3,2,0.4
17155,S018,2025-03-24,6,2,19.3
17156,S018,2025-03-24,9,6,32.9
17157,S018,2025-03-24,12,1,16.2
17158,S018,2025-03-24,15,5,23.9
17159,S018,2025-03-24,18,4,30.7
17160,S018,2025-03-24,21,0,18.9
17161,S018,2025-03-26,0,0,7.8
17162,S018,2025-03-26,3,0,9.6
17163,S018,2025-03-26,6,3,15.1
17164,S018,2025-03-26,9,5,38.5
17165,S018,2025-03-26,12,4,15.5
17166,S018,2025-03-26,15,3,19.0
17167,S018,2025-03-26,18,8,29.5
17168,S018,2025-03-26,21,1,16.6
17169,S018,2025-09-10,0,2,8.6
17170,S018,2025-09-10,3,0,10.0
17171,S018,2025-09-10,6,2,13.6
17172,S018,2025-09-10,9,5,29.8
17173,S018,2025-09-10,12,4,19.6
17174,S018,2025-09-10,15,6,23.8
17175,S018,2025-09-10,18,2,26.3
17176,S018,2025-09-10,21,5,22.3
17177,S018,2025-12-10,0,2,3.1
17178,S018,2025-12-10,3,0,9.0
17179,S018,2025-12-10,6,1,23.6
17180,S018,2025-12-10,9,7,28.0
17181,S018,2025-12-10,12,2,22.4
17182,S018,2025-12-10,15,1,17.7
17183,S018,2025-12-10,18,2,30.3
17184,S018,2025-12-10,21,6,13.3
17185,S018,2025-10-13,0,4,4.1
17186,S018,2025-10-13,3,1,18.6
17187,S018,2025-10-13,6,2,12.9
17188,S018,2025-10-13,9,4,25.6
17189,S018,2025-10-13,12,2,20.4
17190,S018,2025-10-13,15,2,17.4
17191,S018,2025-10-13,18,2,26.7
17192,S018,2025-10-13,21,2,20.7
17193,S018,2025-11-06,0,1,8.9
17194,S018,2025-11-06,3,1,1.5
17195,S018,2025-11-06,6,2,14.2
17196,S018,2025-11-06,9,5,30.6
17197,S018,2025-11-06,12,5,19.1
17198,S018,2025-11-06,15,2,21.0
17199,S018,2025-11-06,18,2,27.1
17200,S018,2025-11-06,21,2,13.5
17201,S018,2025-07-31,0,1,3.3
17202,S018,2025-07-31,3,1,10.2
17203,S018,2025-07-31,6,2,14.1
17204,S018,2025-07-31,9,3,29.8
17205,S018,2025-07-31,12,6,11.4
17206,S018,2025-07-31,15,3,21.2
17207,S018,2025-07-31,18,7,30.6
17208,S018,2025-07-31,21,3,19.9
17209,S018,2025-12-17,0,1,8.7
17210,S018,2025-12-17,3,0,9.5
17211,S018,2025-12-17,6,7,16.4
17212,S018,2025-12-17,9,2,30.2
17213,S018,2025-12-17,12,4,10.7
17214,S018,2025-12-17,15,4,13.9
17215,S018,2025-12-17,18,3,30.6
17216,S018,2025-12-17,21,3,15.6
17217,S018,2025-12-30,0,0,3.1
17218,S018,2025-12-30,3,0,0.6
17219,S018,2025-12-30,6,2,18.5
17220,S018,2025-12-30,9,10,28.4
17221,S018,2025-12-30,12,2,13.8
17222,S018,2025-12-30,15,6,18.1
17223,S018,2025-12-30,18,5,29.9
17224,S018,2025-12-30,21,1,12.6
17225,S018,2025-11-16,0,2,4.7
17226,S018,2025-11-16,3,0,4.6
17227,S018,2025-11-16,6,0,11.3
17228,S018,2025-11-16,9,1,31.0
17229,S018,2025-11-16,12,4,18.3
17230,S018,2025-11-16,15,5,19.0
17231,S018,2025-11-16,18,1,28.2
17232,S018,2025-11-16,21,4,13.4
17233,S018,2025-03-11,0,2,0.0
17234,S018,2025-03-11,3,0,7.8
17235,S018,2025-03-11,6,4,19.0
17236,S018,2025-03-11,9,14,35.9
17237,S018,2025-03-11,12,1,18.7
17238,S018,2025-03-11,15,4,13.1
17239,S018,2025-03-11,18,5,35.1
17240,S018,2025-03-11,21,5,14.8
17241,S018,2025-08-26,0,0,6.6
17242,S018,2025-08-26,3,0,9.9
17243,S018,2025-08-26,6,3,17.0
17244,S018,2025-08-26,9,5,27.7
17245,S018,2025-08-26,12,2,9.9
17246,S018,2025-08-26,15,7,22.8
17247,S018,2025-08-26,18,2,28.3
17248,S018,2025-08-26,21,4,17.6
17249,S018,2025-07-27,0,2,10.0
17250,S018,2025-07-27,3,1,11.3
17251,S018,2025-07-27,6,3,21.0
17252,S018,2025-07-27,9,6,23.1
17253,S018,2025-07-27,12,5,20.5
17254,S018,2025-07-27,15,1,18.1
17255,S018,2025-07-27,18,5,23.6
17256,S018,2025-07-27,21,4,16.0
17257,S018,2025-08-09,0,0,7.1
17258,S018,2025-08-09,3,0,0.9
17259,S018,2025-08-09,6,3,19.2
17260,S018,2025-08-09,9,5,33.1
17261,S018,2025-08-09,12,2,24.6
17262,S018,2025-08-09,15,7,20.5
17263,S018,2025-08-09,18,6,36.7
17264,S018,2025-08-09,21,5,10.6
17265,S018,2025-01-13,0,0,10.3
17266,S018,2025-01-13,3,0,9.8
17267,S018,2025-01-13,6,2,6.9
17268,S018,2025-01-13,9,2,25.1
17269,S018,2025-01-13,12,8,11.6
17270,S018,2025-01-13,15,1,18.6
17271,S018,2025-01-13,18,6,31.4
17272,S018,2025-01-13,21,0,16.3
17273,S018,2025-03-13,0,2,4.9
17274,S018,2025-03-13,3,1,0.0
17275,S018,2025-03-13,6,3,17.6
17276,S018,2025-03-13,9,4,15.8
17277,S018,2025-03-13,12,4,13.8
17278,S018,2025-03-13,15,5,30.5
17279,S018,2025-03-13,18,8,32.0
17280,S018,2025-03-13,21,1,21.3
17281,S019,2025-01-02,0,1,6.2
17282,S019,2025-01-02,3,0,14.1
17283,S019,2025-01-02,6,2,25.2
17284,S019,2025-01-02,9,6,25.3
17285,S019,2025-01-02,12,4,18.4
17286,S019,2025-01-02,15,3,15.8
17287,S019,2025-01-02,18,10,34.0
17288,S019,2025-01-02,21,5,20.0
17289,S019,2025-03-16,0,0,7.8
17290,S019,2025-03-16,3,1,9.0
17291,S019,2025-03-16,6,4,24.5
17292,S019,2025-03-16,9,6,25.9
17293,S019,2025-03-16,12,4,16.6
17294,S019,2025-03-16,15,5,14.3
17295,S019,2025-03-16,18,6,37.3
17296,S019,2025-03-16,21,2,20.8
17297,S019,2025-12-02,0,0,12.2
17298,S019,2025-12-02,3,1,7.8
17299,S019,2025-12-02,6,3,19.8
17300,S019,2025-12-02,9,6,34.8
17301,S019,2025-12-02,12,2,18.4
17302,S019,2025-12-02,15,3,24.6
17303,S019,2025-12-02,18,12,24.4
17304,S019,2025-12-02,21,4,15.6
17305,S019,2025-01-09,0,1,6.2
17306,S019,2025-01-09,3,0,5.2
17307,S019,2025-01-09,6,1,7.2
17308,S019,2025-01-09,9,8,26.8
17309,S019,2025-01-09,12,5,7.4
17310,S019,2025-01-09,15,5,18.8
17311,S019,2025-01-09,18,5,33.2
17312,S019,2025-01-09,21,6,13.2
17313,S019,2025-01-15,0,1,7.1
17314,S019,2025-01-15,3,0,9.2
17315,S019,2025-01-15,6,1,18.5
17316,S019,2025-01-15,9,2,30.0
17317,S019,2025-01-15,12,5,17.9
17318,S019,2025-01-15,15,2,25.9
17319,S019,2025-01-15,18,4,33.8
17320,S019,2025-01-15,21,1,17.0
17321,S019,2025-04-08,0,0,4.6
17322,S019,2025-04-08,3,2,12.8
17323,S019,2025-04-08,6,2,12.1
17324,S019,2025-04-08,9,5,29.0
17325,S019,2025-04-08,12,6,19.0
17326,S019,2025-04-08,15,2,19.9
17327,S019,2025-04-08,18,5,30.1
17328,S019,2025-04-08,21,3,13.9
17329,S019,2025-10-29,0,1,11.9
17330,S019,2025-10-29,3,0,10.6
17331,S019,2025-10-29,6,2,13.8
17332,S019,2025-10-29,9,4,21.4
17333,S019,2025-10-29,12,3,23.6
17334,S019,2025-10-29,15,4,21.9
17335,S019,2025-10-29,18,5,32.7
17336,S019,2025-10-29,21,3,14.1
17337,S019,2025-04-28,0,0,4.6
17338,S019,2025-04-28,3,1,6.6
17339,S019,2025-04-28,6,3,18.0
17340,S019,2025-04-28,9,7,25.8
17341,S019,2025-04-28,12,2,17.2
17342,S019,2025-04-28,15,5,19.8
17343,S019,2025-04-28,18,3,37.1
17344,S019,2025-04-28,21,5,17.6
17345,S019,2025-02-20,0,2,9.7
17346,S019,2025-02-20,3,1,10.3
17347,S019,2025-02-20,6,0,13.1
17348,S019,2025-02-20,9,7,22.9
17349,S019,2025-02-20,12,2,21.2
17350,S019,2025-02-20,15,4,12.0
17351,S019,2025-02-20,18,3,22.8
17352,S019,2025-02-20,21,1,17.9
17353,S019,2025-03-19,0,2,9.8
17354,S019,2025-03-19,3,2,9.3
17355,S019,2025-03-19,6,5,23.2
17356,S019,2025-03-19,9,7,32.0
17357,S019,2025-03-19,12,3,16.9
17358,S019,2025-03-19,15,4,26.8
17359,S019,2025-03-19,18,3,40.4
17360,S019,2025-03-19,21,5,23.0
17361,S019,2025-10-07,0,1,10.0
17362,S019,2025-10-07,3,0,2.5
17363,S019,2025-10-07,6,3,22.4
17364,S019,2025-10-07,9,3,33.6
17365,S019,2025-10-07,12,7,19.1
17366,S019,2025-10-07,15,2,26.2
17367,S019,2025-10-07,18,3,31.8
17368,S019,2025-10-07,21,3,22.2
17369,S019,2025-12-30,0,1,13.8
17370,S019,2025-12-30,3,0,4.0
17371,S019,2025-12-30,6,5,8.0
17372,S019,2025-12-30,9,4,30.5
17373,S019,2025-12-30,12,6,20.7
17374,S019,2025-12-30,15,2,22.5
17375,S019,2025-12-30,18,3,27.0
17376,S019,2025-12-30,21,4,18.2
17377,S019,2025-02-08,0,0,2.5
17378,S019,2025-02-08,3,0,9.9
17379,S019,2025-02-08,6,1,24.2
17380,S019,2025-02-08,9,8,35.1
17381,S019,2025-02-08,12,0,14.6
17382,S019,2025-02-08,15,7,18.9
17383,S019,2025-02-08,18,5,30.2
17384,S019,2025-02-08,21,4,12.6
17385,S019,2025-10-12,0,1,14.5
17386,S019,2025-10-12,3,0,15.3
17387,S019,2025-10-12,6,4,15.3
17388,S019,2025-10-12,9,5,21.6
17389,S019,2025-10-12,12,2,12.2
17390,S019,2025-10-12,15,3,16.5
17391,S019,2025-10-12,18,10,26.7
17392,S019,2025-10-12,21,3,15.5
17393,S019,2025-04-29,0,0,10.4
17394,S019,2025-04-29,3,0,8.3
17395,S019,2025-04-29,6,0,15.6
17396,S019,2025-04-29,9,8,24.3
17397,S019,2025-04-29,12,3,14.7
17398,S019,2025-04-29,15,4,16.2
17399,S019,2025-04-29,18,4,30.4
17400,S019,2025-04-29,21,7,23.4
17401,S019,2025-11-15,0,1,3.2
17402,S019,2025-11-15,3,0,13.1
17403,S019,2025-11-15,6,2,8.6
17404,S019,2025-11-15,9,7,29.2
17405,S019,2025-11-15,12,1,17.9
17406,S019,2025-11-15,15,5,22.5
17407,S019,2025-11-15,18,6,33.1
17408,S019,2025-11-15,21,3,11.7
17409,S019,2025-11-14,0,1,4.5
17410,S019,2025-11-14,3,0,18.8
17411,S019,2025-11-14,6,1,17.8
17412,S019,2025-11-14,9,7,28.4
17413,S019,2025-11-14,12,7,14.9
17414,S019,2025-11-14,15,3,19.4
17415,S019,2025-11-14,18,5,27.1
17416,S019,2025-11-14,21,5,21.2
17417,S019,2025-06-17,0,2,9.3
17418,S019,2025-06-17,3,0,5.4
17419,S019,2025-06-17,6,2,13.4
17420,S019,2025-06-17,9,10,21.7
17421,S019,2025-06-17,12,4,23.6
17422,S019,2025-06-17,15,1,15.8
17423,S019,2025-06-17,18,6,35.6
17424,S019,2025-06-17,21,2,19.2
17425,S019,2025-10-26,0,3,6.1
17426,S019,2025-10-26,3,0,4.7
17427,S019,2025-10-26,6,4,13.6
17428,S019,2025-10-26,9,4,32.3
17429,S019,2025-10-26,12,2,24.8
17430,S019,2025-10-26,15,7,17.2
17431,S019,2025-10-26,18,4,21.9
17432,S019,2025-10-26,21,6,17.4
17433,S019,2025-04-24,0,0,9.9
17434,S019,2025-04-24,3,0,6.9
17435,S019,2025-04-24,6,3,18.5
17436,S019,2025-04-24,9,6,32.0
17437,S019,2025-04-24,12,2,11.7
17438,S019,2025-04-24,15,3,21.2
17439,S019,2025-04-24,18,7,39.3
17440,S019,2025-04-24,21,4,22.9
17441,S019,2025-09-15,0,0,0.0
17442,S019,2025-09-15,3,1,5.8
17443,S019,2025-09-15,6,5,9.4
17444,S019,2025-09-15,9,4,27.9
17445,S019,2025-09-15,12,1,13.6
17446,S019,2025-09-15,15,1,23.7
17447,S019,2025-09-15,18,4,24.9
17448,S019,2025-09-15,21,3,14.4
17449,S019,2025-07-18,0,0,0.8
17450,S019,2025-07-18,3,0,7.0
17451,S019,2025-07-18,6,2,14.0
17452,S019,2025-07-18,9,5,25.4
17453,S019,2025-07-18,12,2,13.3
17454,S019,2025-07-18,15,2,20.8
17455,S019,2025-07-18,18,4,28.3
17456,S019,2025-07-18,21,1,24.6
17457,S019,2025-06-23,0,0,6.9
17458,S019,2025-06-23,3,1,6.0
17459,S019,2025-06-23,6,2,20.3
