vehicle_id,customer_id,vehicle_type,vehicle_model,battery_capacity_kwh,vehicle_age_years
V05773,CU04150,Sedan,MG5,55,4
V05774,CU04071,SUV,Mahindra XUV400,75,0
V05775,CU03562,Hatchback,MG Comet,30,1
V05776,CU00344,Sedan,MG5,60,1
V05777,CU01193,Sedan,BYD Seal,60,0
V05778,CU01933,Hatchback,MG Comet,30,2
V05779,CU00703,Sedan,MG5,60,4
V05780,CU01899,Commercial Van,Mahindra Treo,60,2
V05781,CU03594,Sedan,MG5,55,4
V05782,CU00199,Hatchback,MG Comet,35,1
V05783,CU03233,SUV,Mahindra XUV400,100,0
V05784,CU02823,SUV,Mahindra XUV400,82,0
V05785,CU04485,Two-Wheeler,Ather 450X,2,0
V05786,CU00474,Two-Wheeler,Ola S1,3,1
V05787,CU04861,Hatchback,MG Comet,30,2
V05788,CU01655,Sedan,BYD Seal,55,3
V05789,CU00592,Two-Wheeler,Ola S1,3,2
V05790,CU01849,Commercial Van,Mahindra Treo,60,0
V05791,CU03042,SUV,Hyundai Ioniq 5,100,3
V05792,CU00168,Hatchback,MG Comet,35,0
V05793,CU04380,Sedan,BYD Seal,50,2
V05794,CU03271,Hatchback,MG Comet,35,2
V05795,CU04008,Two-Wheeler,Ather 450X,2,2
V05796,CU04011,Hatchback,Tata Tiago EV,35,2
V05797,CU04987,Hatchback,Tata Tiago EV,35,4
V05798,CU03849,Sedan,BYD Seal,50,2
V05799,CU02182,Sedan,BYD Seal,50,4
V05800,CU01655,Sedan,BYD Seal,50,4
V05801,CU04218,Sedan,MG5,60,2
V05802,CU00833,Two-Wheeler,Ather 450X,2,0
V05803,CU01022,Sedan,MG5,55,3
V05804,CU01994,SUV,Tata Nexon EV,100,3
V05805,CU03493,Sedan,MG5,55,4
V05806,CU00895,Sedan,BYD Seal,55,0
V05807,CU01516,SUV,Hyundai Ioniq 5,82,4
V05808,CU03671,Sedan,BYD Seal,60,2
V05809,CU00289,Two-Wheeler,Ather 450X,2,1
V05810,CU01077,SUV,Hyundai Ioniq 5,75,4
V05811,CU01372,Two-Wheeler,Ather 450X,2,0
V05812,CU01075,Sedan,BYD Seal,55,1
V05813,CU04935,Sedan,BYD Seal,60,2
V05814,CU02960,SUV,Mahindra XUV400,70,0
V05815,CU00040,Hatchback,Tata Tiago EV,35,3
V05816,CU04275,Sedan,BYD Seal,60,1
V05817,CU03623,SUV,Tata Nexon EV,70,3
V05818,CU00183,Hatchback,Tata Tiago EV,30,1
V05819,CU01760,Sedan,MG5,50,3
V05820,CU01770,SUV,Hyundai Ioniq 5,100,2
V05821,CU04801,Commercial Van,Tata Ace EV,60,1
V05822,CU00497,Two-Wheeler,Ather 450X,4,2
V05823,CU00597,Sedan,MG5,55,1
V05824,CU02509,SUV,Tata Nexon EV,82,1
V05825,CU03827,Hatchback,Tata Tiago EV,40,4
V05826,CU04570,Hatchback,MG Comet,40,4
V05827,CU00685,Two-Wheeler,Ola S1,2,0
V05828,CU00319,Hatchback,MG Comet,30,4
V05829,CU03627,Sedan,MG5,60,3
V05830,CU01436,Commercial Van,Mahindra Treo,60,3
V05831,CU02404,Two-Wheeler,Ola S1,3,0
V05832,CU02665,Two-Wheeler,Ather 450X,4,2
V05833,CU04325,Two-Wheeler,Ola S1,3,0
V05834,CU00729,Two-Wheeler,Ola S1,4,0
V05835,CU01288,Hatchback,MG Comet,40,0
V05836,CU04002,SUV,Mahindra XUV400,70,1
V05837,CU00561,Sedan,BYD Seal,50,2
V05838,CU01376,Sedan,MG5,55,3
V05839,CU01466,Two-Wheeler,Ather 450X,4,3
V05840,CU02507,Sedan,MG5,50,3
V05841,CU03887,Hatchback,Tata Tiago EV,35,3
V05842,CU00025,Sedan,MG5,55,0
V05843,CU01155,Hatchback,MG Comet,35,2
V05844,CU04466,Two-Wheeler,Ola S1,4,3
V05845,CU01460,SUV,Hyundai Ioniq 5,100,4
V05846,CU04707,SUV,Mahindra XUV400,75,4
V05847,CU01221,SUV,Mahindra XUV400,82,2
V05848,CU02157,SUV,Mahindra XUV400,82,4
V05849,CU03292,Two-Wheeler,Ather 450X,3,2
V05850,CU00720,SUV,Mahindra XUV400,75,2
V05851,CU01106,Commercial Van,Tata Ace EV,80,3
V05852,CU03770,Commercial Van,Tata Ace EV,120,1
V05853,CU02480,Commercial Van,Tata Ace EV,80,4
V05854,CU01921,SUV,Hyundai Ioniq 5,70,2
V05855,CU03080,Commercial Van,Tata Ace EV,120,0
V05856,CU04732,Sedan,MG5,60,0
V05857,CU03170,Two-Wheeler,Ola S1,4,1
V05858,CU03173,Commercial Van,Tata Ace EV,80,0
V05859,CU03331,Commercial Van,Mahindra Treo,120,1
V05860,CU04452,Two-Wheeler,Ola S1,3,3
V05861,CU02059,Sedan,BYD Seal,60,4
V05862,CU03322,Hatchback,Tata Tiago EV,35,4
V05863,CU01871,Sedan,MG5,60,3
V05864,CU03622,Two-Wheeler,Ather 450X,2,0
V05865,CU01146,Hatchback,Tata Tiago EV,35,0
V05866,CU03992,Sedan,MG5,50,4
V05867,CU03374,SUV,Hyundai Ioniq 5,100,2
V05868,CU00125,SUV,Tata Nexon EV,75,2
V05869,CU00312,Commercial Van,Mahindra Treo,80,2
V05870,CU00775,SUV,Tata Nexon EV,100,4
V05871,CU02921,Two-Wheeler,Ola S1,2,0
V05872,CU01832,SUV,Hyundai Ioniq 5,82,2
V05873,CU00694,Two-Wheeler,Ola S1,4,4
V05874,CU01377,Sedan,MG5,60,1
V05875,CU00990,Hatchback,MG Comet,30,2
V05876,CU02847,Commercial Van,Tata Ace EV,120,4
V05877,CU01753,SUV,Mahindra XUV400,82,3
V05878,CU02960,SUV,Mahindra XUV400,82,3
V05879,CU02454,Sedan,MG5,60,0
V05880,CU03044,Sedan,BYD Seal,60,2
V05881,CU01717,SUV,Tata Nexon EV,70,3
V05882,CU01627,Hatchback,Tata Tiago EV,40,2
V05883,CU03089,Sedan,MG5,55,4
V05884,CU03332,Sedan,BYD Seal,50,1
V05885,CU04029,SUV,Hyundai Ioniq 5,100,1
V05886,CU00890,SUV,Tata Nexon EV,82,1
V05887,CU01379,Commercial Van,Mahindra Treo,80,1
V05888,CU04585,SUV,Tata Nexon EV,70,1
V05889,CU04276,Two-Wheeler,Ather 450X,2,3
V05890,CU01708,SUV,Hyundai Ioniq 5,70,1
V05891,CU02365,SUV,Hyundai Ioniq 5,100,1
V05892,CU00232,Hatchback,MG Comet,30,3
V05893,CU01813,Hatchback,Tata Tiago EV,30,2
V05894,CU01613,SUV,Tata Nexon EV,75,1
V05895,CU04427,Sedan,MG5,55,4
V05896,CU04657,Two-Wheeler,Ather 450X,3,3
V05897,CU02997,SUV,Mahindra XUV400,70,3
V05898,CU00248,Two-Wheeler,Ather 450X,4,1
V05899,CU04379,Commercial Van,Mahindra Treo,80,0
V05900,CU02080,Hatchback,Tata Tiago EV,30,4
V05901,CU03742,Sedan,MG5,55,2
V05902,CU04626,SUV,Tata Nexon EV,75,3
V05903,CU04477,Sedan,MG5,60,0
V05904,CU00063,Sedan,MG5,60,0
V05905,CU04224,Two-Wheeler,Ather 450X,3,3
V05906,CU01552,Commercial Van,Mahindra Treo,80,4
V05907,CU03006,Two-Wheeler,Ather 450X,4,1
V05908,CU03323,SUV,Hyundai Ioniq 5,70,0
V05909,CU00295,Sedan,MG5,55,1
V05910,CU04275,SUV,Hyundai Ioniq 5,82,2
V05911,CU04325,Sedan,MG5,55,1
V05912,CU00883,SUV,Tata Nexon EV,82,1
V05913,CU00394,Hatchback,Tata Tiago EV,35,4
V05914,CU02740,Commercial Van,Mahindra Treo,60,2
V05915,CU03468,Two-Wheeler,Ather 450X,4,2
V05916,CU04168,SUV,Mahindra XUV400,82,3
V05917,CU04414,Commercial Van,Tata Ace EV,80,4
V05918,CU03971,Sedan,MG5,55,2
V05919,CU04691,Hatchback,Tata Tiago EV,30,1
V05920,CU04475,Two-Wheeler,Ola S1,4,4
V05921,CU04232,Commercial Van,Tata Ace EV,80,1
V05922,CU02778,SUV,Tata Nexon EV,82,0
V05923,CU03693,Hatchback,Tata Tiago EV,30,0
V05924,CU01402,Two-Wheeler,Ather 450X,2,4
V05925,CU00906,Hatchback,Tata Tiago EV,40,4
V05926,CU00530,SUV,Tata Nexon EV,70,0
V05927,CU04619,Sedan,MG5,60,3
V05928,CU03722,Commercial Van,Tata Ace EV,60,4
V05929,CU00387,Sedan,BYD Seal,50,0
V05930,CU02622,Two-Wheeler,Ola S1,4,2
V05931,CU00573,Sedan,BYD Seal,50,3
V05932,CU00644,Sedan,BYD Seal,55,4
V05933,CU04072,Commercial Van,Tata Ace EV,80,0
V05934,CU01293,Hatchback,MG Comet,40,0
V05935,CU03596,SUV,Hyundai Ioniq 5,100,3
V05936,CU04643,Sedan,MG5,55,1
V05937,CU02486,Two-Wheeler,Ola S1,2,4
V05938,CU00555,Hatchback,MG Comet,30,1
V05939,CU02159,Sedan,BYD Seal,60,4
V05940,CU03394,SUV,Mahindra XUV400,100,3
V05941,CU02575,Sedan,BYD Seal,50,3
V05942,CU02225,Hatchback,Tata Tiago EV,35,2
V05943,CU03610,Two-Wheeler,Ather 450X,2,4
V05944,CU04720,SUV,Tata Nexon EV,82,2
V05945,CU01989,Hatchback,Tata Tiago EV,30,4
V05946,CU00944,SUV,Mahindra XUV400,82,3
V05947,CU04569,Commercial Van,Tata Ace EV,80,3
V05948,CU00994,Hatchback,Tata Tiago EV,30,2
V05949,CU03460,SUV,Mahindra XUV400,75,1
V05950,CU01122,Two-Wheeler,Ola S1,2,0
V05951,CU03447,Hatchback,Tata Tiago EV,35,4
V05952,CU04266,Hatchback,MG Comet,35,3
V05953,CU00056,Sedan,BYD Seal,50,4
V05954,CU01757,Two-Wheeler,Ola S1,2,2
V05955,CU00658,Hatchback,MG Comet,40,2
V05956,CU00260,Two-Wheeler,Ola S1,4,4
V05957,CU04737,SUV,Tata Nexon EV,100,1
V05958,CU02610,Sedan,BYD Seal,55,4
V05959,CU03910,SUV,Mahindra XUV400,75,2
V05960,CU00404,Commercial Van,Mahindra Treo,120,2
V05961,CU00795,Hatchback,Tata Tiago EV,40,4
V05962,CU01562,Sedan,BYD Seal,60,4
V05963,CU01184,SUV,Hyundai Ioniq 5,75,4
V05964,CU02642,Hatchback,MG Comet,35,1
V05965,CU02665,Hatchback,Tata Tiago EV,30,0
V05966,CU04810,Hatchback,Tata Tiago EV,40,2
V05967,CU03608,Sedan,BYD Seal,50,2
V05968,CU01958,Hatchback,MG Comet,40,1
V05969,CU02094,Two-Wheeler,Ola S1,3,3
V05970,CU01753,Commercial Van,Tata Ace EV,80,1
V05971,CU05000,Hatchback,MG Comet,35,4
V05972,CU03563,Sedan,MG5,50,2
V05973,CU01695,Hatchback,MG Comet,30,3
V05974,CU00856,Hatchback,MG Comet,30,0
V05975,CU01296,Sedan,MG5,55,1
V05976,CU04756,Sedan,BYD Seal,60,2
V05977,CU03622,Commercial Van,Mahindra Treo,60,0
V05978,CU04207,Sedan,BYD Seal,55,0
V05979,CU01039,Sedan,MG5,60,3
V05980,CU04597,Hatchback,MG Comet,35,3
V05981,CU04514,Hatchback,MG Comet,40,0
V05982,CU04371,Two-Wheeler,Ather 450X,2,3
V05983,CU03448,Hatchback,MG Comet,40,3
V05984,CU03433,Commercial Van,Mahindra Treo,120,0
V05985,CU03749,Hatchback,MG Comet,35,3
V05986,CU02242,SUV,Mahindra XUV400,75,3
V05987,CU03531,Commercial Van,Mahindra Treo,80,2
V05988,CU04895,Hatchback,Tata Tiago EV,35,4
V05989,CU01964,Sedan,MG5,50,3
V05990,CU03016,Two-Wheeler,Ather 450X,3,3
V05991,CU03568,Hatchback,Tata Tiago EV,30,0
V05992,CU03871,SUV,Tata Nexon EV,100,3
V05993,CU04865,Hatchback,MG Comet,40,3
V05994,CU01485,Hatchback,MG Comet,40,3
V05995,CU04235,Hatchback,MG Comet,40,2
V05996,CU04957,Commercial Van,Mahindra Treo,80,3
V05997,CU02340,Hatchback,MG Comet,30,0
V05998,CU00335,Hatchback,MG Comet,30,4
V05999,CU01859,SUV,Mahindra XUV400,70,2
V06000,CU01208,Sedan,MG5,50,2
V06001,CU00925,Sedan,MG5,50,1
V06002,CU02946,Hatchback,MG Comet,35,3
V06003,CU04440,Two-Wheeler,Ather 450X,2,2
V06004,CU04753,SUV,Tata Nexon EV,100,0
V06005,CU03586,Sedan,MG5,60,2
V06006,CU04357,Hatchback,MG Comet,30,0
V06007,CU04028,SUV,Mahindra XUV400,70,4
V06008,CU04265,Two-Wheeler,Ather 450X,4,1
V06009,CU04756,Sedan,BYD Seal,50,3
V06010,CU04296,Hatchback,MG Comet,30,2
V06011,CU04678,Hatchback,Tata Tiago EV,35,2
V06012,CU04662,SUV,Mahindra XUV400,100,3
V06013,CU03843,Commercial Van,Mahindra Treo,60,2
V06014,CU02399,Hatchback,MG Comet,35,3
V06015,CU00028,Sedan,MG5,60,4
V06016,CU03951,Hatchback,Tata Tiago EV,30,3
V06017,CU01899,Sedan,BYD Seal,50,0
V06018,CU04728,Sedan,MG5,50,4
V06019,CU02428,Commercial Van,Mahindra Treo,80,3
V06020,CU01626,Hatchback,Tata Tiago EV,35,0
V06021,CU02576,Two-Wheeler,Ather 450X,4,0
V06022,CU02037,Sedan,BYD Seal,55,4
V06023,CU01311,Two-Wheeler,Ola S1,2,2
V06024,CU03356,SUV,Mahindra XUV400,70,3
V06025,CU03721,Hatchback,MG Comet,35,1
V06026,CU04903,Commercial Van,Mahindra Treo,60,2
V06027,CU02275,Hatchback,MG Comet,35,1
V06028,CU02075,SUV,Tata Nexon EV,75,3
V06029,CU00089,Two-Wheeler,Ather 450X,3,3
V06030,CU03805,Hatchback,Tata Tiago EV,35,0
V06031,CU00122,SUV,Hyundai Ioniq 5,82,2
V06032,CU04962,Two-Wheeler,Ather 450X,2,3
V06033,CU00033,Commercial Van,Mahindra Treo,120,2
V06034,CU04699,Two-Wheeler,Ather 450X,4,0
V06035,CU00696,Sedan,MG5,60,2
V06036,CU03842,SUV,Tata Nexon EV,100,2
V06037,CU00525,Two-Wheeler,Ola S1,4,3
V06038,CU00247,SUV,Hyundai Ioniq 5,100,3
V06039,CU03927,Two-Wheeler,Ola S1,3,2
V06040,CU03102,Hatchback,MG Comet,40,4
V06041,CU02097,Hatchback,MG Comet,30,0
V06042,CU01963,SUV,Tata Nexon EV,100,2
V06043,CU02960,Commercial Van,Mahindra Treo,80,4
V06044,CU02228,Sedan,MG5,60,1
V06045,CU01394,Commercial Van,Tata Ace EV,120,3
V06046,CU01908,Commercial Van,Tata Ace EV,120,2
V06047,CU02024,Commercial Van,Mahindra Treo,60,3
V06048,CU04834,Commercial Van,Mahindra Treo,120,0
V06049,CU02479,Two-Wheeler,Ather 450X,3,0
V06050,CU04460,Two-Wheeler,Ola S1,3,0
V06051,CU00982,SUV,Tata Nexon EV,82,3
V06052,CU03224,Hatchback,Tata Tiago EV,40,1
V06053,CU00227,Hatchback,MG Comet,30,3
V06054,CU01267,Hatchback,Tata Tiago EV,35,0
V06055,CU02058,Hatchback,Tata Tiago EV,30,4
V06056,CU02252,Hatchback,Tata Tiago EV,40,0
V06057,CU02942,Commercial Van,Tata Ace EV,80,0
V06058,CU00157,SUV,Tata Nexon EV,82,3
V06059,CU02074,Sedan,BYD Seal,50,0
V06060,CU04064,Two-Wheeler,Ather 450X,3,2
V06061,CU00761,Sedan,MG5,60,1
V06062,CU00774,Hatchback,Tata Tiago EV,35,1
V06063,CU01553,Two-Wheeler,Ola S1,3,4
V06064,CU00958,Sedan,BYD Seal,55,0
V06065,CU00254,SUV,Tata Nexon EV,75,3
V06066,CU01570,Sedan,MG5,55,3
V06067,CU03219,SUV,Tata Nexon EV,70,4
V06068,CU04214,Two-Wheeler,Ola S1,3,0
V06069,CU03237,Hatchback,MG Comet,40,3
V06070,CU04646,Commercial Van,Tata Ace EV,80,1
V06071,CU04966,Hatchback,MG Comet,35,1
V06072,CU00808,SUV,Mahindra XUV400,70,0
V06073,CU04917,Commercial Van,Tata Ace EV,120,2
V06074,CU01782,Commercial Van,Mahindra Treo,120,0
V06075,CU01222,Hatchback,MG Comet,35,1
V06076,CU03664,Hatchback,MG Comet,40,4
V06077,CU03201,Two-Wheeler,Ather 450X,4,3
V06078,CU00880,Hatchback,MG Comet,40,3
V06079,CU00001,Sedan,BYD Seal,50,1
V06080,CU00167,Two-Wheeler,Ola S1,2,1
V06081,CU02064,SUV,Mahindra XUV400,82,1
V06082,CU02705,Hatchback,MG Comet,30,0
V06083,CU00112,Sedan,MG5,50,1
V06084,CU03440,Commercial Van,Tata Ace EV,60,4
V06085,CU01126,SUV,Mahindra XUV400,82,3
V06086,CU02642,Two-Wheeler,Ola S1,3,4
V06087,CU01430,Sedan,BYD Seal,50,1
V06088,CU02044,Hatchback,Tata Tiago EV,35,4
V06089,CU04603,Sedan,BYD Seal,50,3
V06090,CU01635,SUV,Tata Nexon EV,70,1
V06091,CU00671,Sedan,BYD Seal,55,2
V06092,CU03112,SUV,Tata Nexon EV,75,4
V06093,CU01691,Two-Wheeler,Ola S1,2,1
V06094,CU03958,Two-Wheeler,Ola S1,4,1
V06095,CU00965,Hatchback,Tata Tiago EV,40,1
V06096,CU00281,Two-Wheeler,Ather 450X,2,4
V06097,CU04447,SUV,Hyundai Ioniq 5,100,0
V06098,CU01967,Hatchback,MG Comet,30,4
V06099,CU02809,Hatchback,MG Comet,40,4
V06100,CU01965,SUV,Tata Nexon EV,82,0
V06101,CU04824,Sedan,BYD Seal,60,3
V06102,CU03391,Hatchback,MG Comet,35,1
V06103,CU00823,Hatchback,MG Comet,35,1
V06104,CU01438,Hatchback,MG Comet,35,1
V06105,CU02062,Commercial Van,Tata Ace EV,60,0
V06106,CU03866,Two-Wheeler,Ather 450X,2,2
V06107,CU04295,SUV,Tata Nexon EV,75,2
V06108,CU04774,Commercial Van,Mahindra Treo,60,0
V06109,CU04037,SUV,Mahindra XUV400,75,3
V06110,CU01465,Two-Wheeler,Ola S1,3,1
V06111,CU00078,Sedan,BYD Seal,55,0
V06112,CU02160,SUV,Hyundai Ioniq 5,70,4
V06113,CU04631,Hatchback,Tata Tiago EV,30,0
V06114,CU03188,Sedan,BYD Seal,60,4
V06115,CU01166,Hatchback,Tata Tiago EV,30,4
V06116,CU00790,Hatchback,Tata Tiago EV,30,0
V06117,CU01564,Hatchback,Tata Tiago EV,30,0
V06118,CU01323,Sedan,MG5,60,2
V06119,CU01503,Two-Wheeler,Ather 450X,2,3
V06120,CU01492,Sedan,BYD Seal,60,4
V06121,CU01660,Two-Wheeler,Ola S1,3,0
V06122,CU01316,SUV,Hyundai Ioniq 5,75,3
V06123,CU03063,SUV,Hyundai Ioniq 5,82,4
V06124,CU00125,Hatchback,MG Comet,30,4
V06125,CU03063,Commercial Van,Mahindra Treo,120,0
V06126,CU00519,Hatchback,Tata Tiago EV,40,4
V06127,CU02071,SUV,Hyundai Ioniq 5,100,1
V06128,CU04258,SUV,Tata Nexon EV,100,3
V06129,CU02677,Sedan,MG5,60,0
V06130,CU02554,Hatchback,MG Comet,40,3
V06131,CU04978,Sedan,BYD Seal,55,1
V06132,CU03936,Two-Wheeler,Ather 450X,3,1
V06133,CU01045,Two-Wheeler,Ather 450X,4,0
V06134,CU01788,Commercial Van,Mahindra Treo,80,1
V06135,CU03536,Sedan,MG5,55,3
V06136,CU04579,Sedan,BYD Seal,55,0
V06137,CU01967,Hatchback,MG Comet,40,4
V06138,CU02357,Commercial Van,Mahindra Treo,120,4
V06139,CU04970,Sedan,BYD Seal,50,1
V06140,CU02251,Sedan,BYD Seal,60,4
V06141,CU03488,Commercial Van,Tata Ace EV,80,0
V06142,CU00142,SUV,Mahindra XUV400,75,2
V06143,CU01004,SUV,Mahindra XUV400,75,0
V06144,CU02155,Hatchback,Tata Tiago EV,40,2
V06145,CU02015,Sedan,BYD Seal,60,1
V06146,CU04625,Commercial Van,Mahindra Treo,80,3
V06147,CU03609,SUV,Mahindra XUV400,82,2
V06148,CU00969,Sedan,BYD Seal,50,0
V06149,CU03926,Hatchback,MG Comet,40,2
V06150,CU03959,Sedan,BYD Seal,60,2
V06151,CU02736,SUV,Tata Nexon EV,82,1
V06152,CU00805,Hatchback,Tata Tiago EV,30,2
V06153,CU01335,SUV,Hyundai Ioniq 5,70,3
V06154,CU03985,SUV,Hyundai Ioniq 5,100,4
V06155,CU00668,Two-Wheeler,Ola S1,3,4
V06156,CU00385,Hatchback,MG Comet,35,4
V06157,CU03125,Two-Wheeler,Ola S1,4,2
V06158,CU01609,SUV,Mahindra XUV400,100,4
V06159,CU03255,Sedan,MG5,50,0
V06160,CU03441,Commercial Van,Tata Ace EV,120,4
V06161,CU02749,Hatchback,MG Comet,40,0
V06162,CU00013,SUV,Tata Nexon EV,70,2
V06163,CU03008,Sedan,MG5,50,2
V06164,CU02208,SUV,Hyundai Ioniq 5,100,0
V06165,CU04168,SUV,Mahindra XUV400,75,1
V06166,CU02146,Hatchback,Tata Tiago EV,40,4
V06167,CU01866,SUV,Hyundai Ioniq 5,82,0
V06168,CU00101,SUV,Mahindra XUV400,82,1
V06169,CU04080,Two-Wheeler,Ola S1,3,3
V06170,CU04377,Hatchback,Tata Tiago EV,30,1
V06171,CU04979,Sedan,MG5,60,0
V06172,CU01313,SUV,Tata Nexon EV,100,2
V06173,CU02797,Hatchback,MG Comet,30,4
V06174,CU04705,SUV,Mahindra XUV400,82,3
V06175,CU00450,Hatchback,MG Comet,35,0
V06176,CU03440,Sedan,MG5,60,4
V06177,CU03502,Two-Wheeler,Ather 450X,3,4
V06178,CU03168,Two-Wheeler,Ola S1,4,4
V06179,CU00121,SUV,Hyundai Ioniq 5,75,2
V06180,CU03438,Two-Wheeler,Ather 450X,3,1
V06181,CU03857,Two-Wheeler,Ola S1,3,3
V06182,CU01076,SUV,Hyundai Ioniq 5,75,4
V06183,CU04414,Commercial Van,Tata Ace EV,60,0
V06184,CU02723,SUV,Hyundai Ioniq 5,70,3
V06185,CU00702,SUV,Tata Nexon EV,70,2
V06186,CU03349,Sedan,BYD Seal,60,1
V06187,CU03669,Commercial Van,Tata Ace EV,80,4
V06188,CU03266,Sedan,BYD Seal,55,4
V06189,CU00021,Hatchback,Tata Tiago EV,35,3
V06190,CU02447,Hatchback,MG Comet,40,0
V06191,CU02250,Hatchback,Tata Tiago EV,30,3
V06192,CU02514,Sedan,BYD Seal,55,4
V06193,CU03223,Two-Wheeler,Ather 450X,3,0
V06194,CU04992,SUV,Mahindra XUV400,75,2
V06195,CU01183,Hatchback,MG Comet,30,2
V06196,CU02358,Two-Wheeler,Ather 450X,3,2
V06197,CU02552,SUV,Tata Nexon EV,82,4
V06198,CU02074,SUV,Hyundai Ioniq 5,100,2
V06199,CU00066,Sedan,BYD Seal,55,4
V06200,CU04359,Two-Wheeler,Ola S1,2,1
V06201,CU00472,Sedan,MG5,50,1
V06202,CU02215,Hatchback,MG Comet,40,0
V06203,CU03226,Sedan,BYD Seal,60,1
V06204,CU00343,Two-Wheeler,Ola S1,3,0
V06205,CU00718,SUV,Tata Nexon EV,75,1
V06206,CU02461,Hatchback,Tata Tiago EV,35,4
V06207,CU03737,Hatchback,MG Comet,35,0
V06208,CU03256,SUV,Mahindra XUV400,70,2
V06209,CU03266,SUV,Tata Nexon EV,70,4
V06210,CU04090,Sedan,MG5,50,0
V06211,CU02531,Two-Wheeler,Ola S1,3,4
V06212,CU03633,Commercial Van,Mahindra Treo,60,1
V06213,CU01056,Hatchback,MG Comet,40,4
V06214,CU00015,SUV,Tata Nexon EV,75,3
V06215,CU03390,Hatchback,MG Comet,35,4
V06216,CU03315,Two-Wheeler,Ather 450X,3,2
V06217,CU00017,Sedan,BYD Seal,50,4
V06218,CU02582,Hatchback,Tata Tiago EV,35,4
V06219,CU01780,Two-Wheeler,Ather 450X,4,0
V06220,CU01950,Two-Wheeler,Ola S1,4,0
V06221,CU00081,Hatchback,Tata Tiago EV,35,0
V06222,CU03080,Hatchback,Tata Tiago EV,35,2
V06223,CU01019,Sedan,MG5,55,2
V06224,CU00780,SUV,Mahindra XUV400,75,3
V06225,CU01825,Two-Wheeler,Ola S1,4,4
V06226,CU03865,SUV,Tata Nexon EV,82,0
V06227,CU02470,SUV,Tata Nexon EV,100,1
V06228,CU02514,Two-Wheeler,Ola S1,2,4
V06229,CU02131,SUV,Tata Nexon EV,82,1
V06230,CU00325,SUV,Hyundai Ioniq 5,75,0
V06231,CU03491,SUV,Hyundai Ioniq 5,75,0
V06232,CU00677,Two-Wheeler,Ola S1,4,4
V06233,CU02012,Hatchback,Tata Tiago EV,30,3
V06234,CU04889,Sedan,BYD Seal,55,3
V06235,CU03617,Hatchback,Tata Tiago EV,35,0
V06236,CU03134,Two-Wheeler,Ola S1,3,1
V06237,CU02705,Sedan,BYD Seal,60,2
V06238,CU01195,Sedan,BYD Seal,55,3
V06239,CU03076,Commercial Van,Mahindra Treo,80,1
V06240,CU00905,Commercial Van,Tata Ace EV,60,4
V06241,CU04598,Commercial Van,Tata Ace EV,80,2
V06242,CU04895,Hatchback,Tata Tiago EV,30,0
V06243,CU02905,Two-Wheeler,Ola S1,4,1
V06244,CU03301,Sedan,MG5,50,1
V06245,CU01124,Hatchback,MG Comet,35,4
V06246,CU04317,Sedan,BYD Seal,55,3
V06247,CU03058,SUV,Hyundai Ioniq 5,75,0
V06248,CU02271,Hatchback,Tata Tiago EV,35,3
V06249,CU02725,SUV,Tata Nexon EV,70,3
V06250,CU02259,Two-Wheeler,Ather 450X,2,3
V06251,CU03863,Sedan,BYD Seal,50,0
V06252,CU00931,Sedan,MG5,55,4
V06253,CU03647,Sedan,BYD Seal,50,0
V06254,CU04982,Commercial Van,Mahindra Treo,120,4
V06255,CU04358,Hatchback,MG Comet,35,0
V06256,CU01272,Sedan,MG5,60,0
V06257,CU03813,Sedan,MG5,50,0
V06258,CU00798,Two-Wheeler,Ather 450X,4,0
V06259,CU03135,Hatchback,Tata Tiago EV,40,3
V06260,CU03464,Sedan,BYD Seal,50,1
V06261,CU02588,Sedan,MG5,55,0
V06262,CU00417,Two-Wheeler,Ola S1,2,3
V06263,CU04134,Hatchback,Tata Tiago EV,40,3
V06264,CU02356,SUV,Hyundai Ioniq 5,70,2
V06265,CU04942,Hatchback,MG Comet,35,2
V06266,CU00898,Commercial Van,Mahindra Treo,80,4
V06267,CU00053,SUV,Hyundai Ioniq 5,100,0
V06268,CU00606,SUV,Tata Nexon EV,82,4
V06269,CU03678,Sedan,MG5,55,1
V06270,CU04548,Sedan,BYD Seal,50,4
V06271,CU00461,Hatchback,MG Comet,30,4
V06272,CU00775,SUV,Mahindra XUV400,100,0
V06273,CU04031,Commercial Van,Mahindra Treo,80,0
V06274,CU03328,Sedan,MG5,55,4
V06275,CU03323,Two-Wheeler,Ather 450X,3,4
V06276,CU02695,Hatchback,MG Comet,30,1
V06277,CU03519,Commercial Van,Mahindra Treo,80,1
V06278,CU00485,Sedan,BYD Seal,60,0
V06279,CU04188,Sedan,MG5,50,4
V06280,CU01188,Sedan,MG5,55,1
V06281,CU03728,Two-Wheeler,Ather 450X,2,4
V06282,CU03997,Two-Wheeler,Ather 450X,4,0
V06283,CU02993,Sedan,BYD Seal,50,0
V06284,CU01710,SUV,Mahindra XUV400,70,3
V06285,CU01990,Hatchback,Tata Tiago EV,30,1
V06286,CU04274,Sedan,BYD Seal,60,4
V06287,CU04346,Sedan,MG5,50,0
V06288,CU04861,SUV,Tata Nexon EV,70,2
V06289,CU03639,SUV,Tata Nexon EV,100,4
V06290,CU02715,Two-Wheeler,Ather 450X,2,1
V06291,CU04187,Two-Wheeler,Ola S1,2,3
V06292,CU00339,Hatchback,Tata Tiago EV,40,2
